pais,iso3,nombre,agregacion,periodo,factor,version,fuente,url,licencia,verificado_el,notas
US,USA,Estados Unidos,no_agricola,01,7.98,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,02,6.66,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,03,6.51,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,04,8.06,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,05,9.46,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,06,14.9,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,07,16.8,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,08,17.9,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,09,14.4,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,10,12.4,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,11,12.3,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
US,USA,Estados Unidos,no_agricola,12,8.27,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,Promedio nacional. AWARE se define por cuenca y mes: para un sitio concreto el factor de su cuenca puede ser muy distinto del promedio del pais. El factor pais solo es defendible cuando no se conoce la cuenca.
*,GLO,Promedio mundial,no_agricola,anual,17.9,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio mundial (region GLO). Sirve como referencia para comparar, no para calcular la huella de un sitio."
*,GLO,Promedio mundial,agricola,anual,43.1,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio mundial (region GLO). Sirve como referencia para comparar, no para calcular la huella de un sitio."
*,GLO,Promedio mundial,no_especificado,anual,39.5,AWARE 2.0,"Seitfudem G., Berger M., Muller Schmied H. & Boulay A.-M. (2025) - AWARE 2.0 [conjunto de datos], Zenodo v1.0.0 (03-04-2025), hojas CFs_nonagri / CFs_agri / CFs_unspecified",https://doi.org/10.5281/zenodo.15133241,CC BY 4.0,2026-09-16,"Promedio mundial (region GLO). Sirve como referencia para comparar, no para calcular la huella de un sitio."
