marco,codigo,titulo,dimension,obligatorio,dato_fuente,responde,descripcion,fuente,url,verificado_el,notas
VSME,B8,Caracteristicas generales de la plantilla,social,si,personas.xlsx,todo,"Cuanta gente trabaja en la empresa, con que tipo de contrato, en que pais y con que distribucion por genero.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B9,Salud y seguridad,social,si,personas.xlsx,parte,Accidentes y fatalidades del periodo.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B10,"Remuneracion, negociacion colectiva y formacion",social,si,personas.xlsx,parte,"Salario minimo, brecha de genero, cobertura de negociacion colectiva y horas de formacion.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,B11,Condenas y multas por corrupcion y soborno,gobernanza,si,,,Condenas y multas por corrupcion o soborno en el periodo.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo basico del VSME. Reportar el modulo basico es requisito previo para reportar el comprehensivo. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C1,Estrategia: modelo de negocio e iniciativas,general,no,,,Como gana dinero la empresa y que iniciativas de sostenibilidad tiene en marcha.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C2,Descripcion ampliada de practicas y politicas de transicion,general,no,diagnostico,parte,"Version mas detallada de las practicas, politicas e iniciativas de transicion del modulo basico.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C3,Metas de reduccion de GEI y transicion climatica,ambiental,no,metas,parte,Metas de reduccion de emisiones y como se piensa alcanzarlas.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C4,Riesgos climaticos,ambiental,no,,,Riesgos fisicos y de transicion que el clima representa para el negocio.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C5,Caracteristicas adicionales de la plantilla,social,no,personas.xlsx,parte,Datos adicionales sobre las personas que trabajan en la empresa.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C6,Politicas y procesos de derechos humanos,social,no,,,Politicas de derechos humanos aplicadas al personal propio y como se llevan a la practica.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C7,Incidentes graves de derechos humanos,social,no,,,"Incidentes graves de derechos humanos, incluidos los de la cadena de valor.","Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C8,Ingresos de actividades excluidas de indices europeos,economico,no,,,Ingresos provenientes de actividades controvertidas que excluyen a la empresa de los indices de referencia de la UE.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
VSME,C9,Diversidad de genero en el organo de gobierno,gobernanza,no,,,Proporcion de mujeres y hombres en el organo de gobierno de la empresa.,"Comision Europea - Recomendacion C(2025) 4984 final, Anexo I (norma VSME)",https://ec.europa.eu/finance/docs/law/250730-recommendation-vsme-annex-1_en.pdf,2026-09-15,Modulo comprehensivo del VSME. Solo se reporta ademas del modulo basico. No exige aseguramiento: basta la autodeclaracion de la pyme.
